ID_x,No Servings,Description,Unnamed: 3,Categories,Size,Price,Nut Score,fdc_id_x,gtin_upc,serving_size,serving_size_unit,branded_food_category,description_x,ingredients,publication_date,Protein - g,Total lipid (fat),Total Carbohydrate,Energy - kcal,Energy - kJ,"Fiber, total dietary","Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K",Sodium/Salt,"Zinc, Zn","Vitamin A, IU",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin E,"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Vitamin K (phylloquinone),Folic acid,"Choline, total","Sugars, total including NLEA","Fatty acids, total trans",Saturated Fat,Vitamin B-6,Vitamin B-12,Added Sugars,FDC_Description,Food_Code,Keyword,Parent,Grandparent,Chicken,Protein - cal,Carb - cal,Price per Serving,Amount,image_url,Order
796853100058,14.0,Keystone All Natural Chicken,0,Canned & Packaged,28 oz,7.99,77,2038523,796853100058,56.0,g,Canned Meat,CHICKEN,"CHICKEN, SEA SALT.",2021-10-28,12.0008,9.0216,0.0,59.92,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4632469096905367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6165612557033662,0.0,0.0,-0.31732331564339133,"Chicken, for use with vegetables",89901006,Chicken,41 Legumes,Proteins,1,48.0032,0.0,-0.9914566614288217,1.0,https://www.kroger.com/product/images/medium/front/0079685310005,0
