CATEGORY CODE,CATEGORY DESCRIPTION,SUBCATEGORY CODE,SUBCATEGORY DESCRIPTION,UPC CODE,BRAND NAME,FOOD DESCRIPTION,PACKAGE SIZE,UNIT OF MEASURE,
02,Cheese,001,Cheese - Full Pound Items,30900204079,American Heritage,Deluxe American Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00076360000004,Bakers,String Cheese 16oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00031142000894,BelGioiosio,fresh mozzarella block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00031142005479,Belgioioso,Thin Sliced Fresh Mozzarella 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038360568,Best Choice,Longhorn Colby,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038360575,Best Choice,Longhorn Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038361008,Best Choice,Deluxe American Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038362043,Best Choice,mild cheddar shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038362050,Best Choice,mozzarella shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038364351,Best Choice,Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038364368,Best Choice,Colby,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038364375,Best Choice,Mild Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038587996,Best Choice,colby jack block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038589235,Best Choice,Monterey Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038597209,Best Choice,medium cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038597216,Best Choice,Sharp Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038599975,Best Choice,colby jack shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038599982,Best Choice,sharp cheddar shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038642305,Best Choice,String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070038642336,Best Choice,Extra Sharp Cheddar 16oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00042187022635,Best Yet,Cheddar Cheese ,16,OZ,
02,Cheese,001,Cheese - Full Pound Items,00076360115869,Bucky Badger,String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078354719138,Cabot,5 yr Cheddar Cheese Bar 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074562004011,Cacique,Mozzarella Ball,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980851817,Centrella,Shredded Mozzarella Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980851831,Centrella,Sharp Cheddar Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980852555,Centrella,Mild Cheddar Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980852562,Centrella,Sharp Cheddar Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980852586,Centrella,Colby Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980852623,Centrella,Mozzarella Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070980852708,Centrella,Colby Jack Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00051933260207,Coburn Farms,Deluxe American Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00051933346369,Coburn Farms,Mozzarella String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00051933961203,Coburn Farms,Mild Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00051933961210,Coburn Farms,Colby Jack Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00051933998681,Coburn Farms,Mozzarella block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925300641,Crystal Farms,String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925300887,Crystal Farms,Sharp Cheddar Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925300917,Crystal Farms,Mozzarella Block Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925300924,Crystal Farms,Mild Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925300931,Crystal Farms,Marble Jack 1 lb block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925301846,Crystal Farms,Medium Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00075925306551,Crystal Farms,Marble Jack Shredded Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070163850071,Dairy Fresh,String Cheese Mozzarella 1lb.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070163874107,Dairy Fresh,Deluxe American Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070163972650,Dairy Fresh,Mild Colby Cheese Block ,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00070163972704,Dairy Fresh,Monterey Colby Cheese Block ,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160201,Dutch Farms,Mild Cheddar Block Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160409,Dutch Farms,Sharp Cheddar Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160508,Dutch Farms,Extra Sharp Cheddar Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160607,Dutch Farms,Colby Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160706,Dutch Farms,Monterey Jack Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160805,Dutch Farms,Marble Jack Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945160904,Dutch Farms,Mozzrella Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945187109,Dutch Farms,Deluxe American Singles,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945770103,Dutch Farms,Mozzarella String Cheese Sticks,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945770141,Dutch Farms,Mozzarella Ball,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00091945770387,Dutch Farms,String Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007464,Essential Everyday,Colby Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007471,Essential Everyday,Colby Jack Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007518,Essential Everyday,Mild Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007525,Essential Everyday,Monterey Jack Cheese block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007532,Essential Everyday,Muenster Block Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007549,Essential Everyday,New York Extra Sharp Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007556,Essential Everyday,New York Extra Sharp White Cheddar Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007587,Essential Everyday,Sharp Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007594,Essential Everyday,Sharp White Cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007617,Essential Everyday,Extra Sharp Cheddar Cheese block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007624,Essential Everyday,Extra Sharp White Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303007631,Essential Everyday,Mozzarella Part Skim block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008126,Essential Everyday,Mexican Style Cheddar Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008157,Essential Everyday,Shredded Mild Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008171,Essential Everyday,Shredded Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008195,Essential Everyday,Shredded Sharp Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008591,Essential Everyday,Deli Style American Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008973,Essential Everyday,LowMoisture Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303008980,Essential Everyday,LowMoisture PartSkim Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303069127,Essential Everyday,Shredded Colby Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041303083284,Essential Everyday,String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800043923,Food Club,Mild Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800043947,Food Club,Low Moisture Part Skim Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800043954,Food Club,Colby Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800043961,Food Club,Colby Jack Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800051447,Food Club,Shredded Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800056374,Food Club,Swiss Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800062757,Food Club,Medium Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800101364,Food Club,Shredded Mild Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800113602,Food Club,Sharp Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800113619,Food Club,Extra Sharp Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800116016,Food Club,Deluxe American Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800299351,Food Club,Shredded Sharp Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00036800377301,Food Club,Mozzarella Cheese String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798100735,Freedom's Choice,Colby Cheese Bar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798100742,Freedom's Choice,Sharp Cheddar Cheese Bar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798100759,Freedom's Choice,Extra Sharp Cheddar Cheese Bar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798100971,Freedom's Choice,Shredded Mozzarella 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798100995,Freedom's Choice,Shredded Mild Cheddar 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798101008,Freedom's Choice,Fancy Shredded Sharp Cheddar Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798101251,Freedom's Choice,Deluxe American Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798104054,Freedom's Choice,Provolone Sliced Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798104061,Freedom's Choice,Sliced Colby Jack Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798104092,Freedom's Choice,Colby Jack Shredded Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798104184,Freedom's Choice,Mozzarella Chunk Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00842798105938,Freedom's Choice,Monterey Jack Chuck Cheese 16oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041716130131,Frigo,Part Skim Mozzarella Ball,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041716130155,Frigo,Whole Milk Mozzarella Ball,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041716202708,Frigo,Shredded Mozzarella Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041716232163,Frigo,original string cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041716602584,Frigo,Mozzarella Cheese Log,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030000033,Galbani,Mozzarella Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030000040,Galbani,Mozzarella Cheese Log,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030000316,Galbani,whole milk mozzarella chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030000415,Galbani,part skim mozzarella chunkblock,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030000552,Galbani,Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030000651,Galbani,Whole Milk Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00074030066091,Galbani,String Cheese 16oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034004392,Giant Eagle,Sharp Chedar shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034004668,Giant Eagle,mozzarella shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034006747,Giant Eagle,deluxe american slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034007294,Giant Eagle,mozzarella block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034007577,Giant Eagle,mild cheddar shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034007652,Giant Eagle,Shredded Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034028220,Giant Eagle,colby jack block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034028237,Giant Eagle,mild cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034028244,Giant Eagle,sharp cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034028251,Giant Eagle,new york extra sharp cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034028299,Giant Eagle,swiss block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00030034067472,Giant Eagle,colby jack fancy shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742000916,Great Value,part skim mozzarela,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742014838,Great Value,Finely Shredded Sharp Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742021263,Great Value,Finely Shredded Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742044842,Great Value,Finely Shredded Colby and Monterrey Jack Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742044927,Great Value,mozzarella fine shreds,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742062570,Great Value,Extra Sharp Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742079646,Great Value,Colby and Monterrey Jack Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742082295,Great Value,Deluxe American Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742130460,Great Value,Swiss Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742148700,Great Value,Extra Sharp Shredded Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742148847,Great Value,Provolone Cheese slices 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742148861,Great Value,Sharp Cheddar Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742148878,Great Value,Deli Style Sliced Swiss Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742148885,Great Value,Deli Style Colby Monterey Jack Slices ,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742148908,Great Value,Mild Cheddar Cheese Slices 16 oz.   ,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742158501,Great Value,Shredded Medium Cheddar Cheese - 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742217307,Great Value,Medium Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742263021,Great Value,Low Moisture Whole Milk Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742267425,Great Value,Reduced Fat Mozzarella Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742267432,Great Value,Finely Shredded Mozzarella  Provolone Cheese 16oz,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742267524,Great Value,Provolone Sliced Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742267531,Great Value,Swiss Sliced Cheese 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742267661,Great Value,String Cheese 12 pp,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742353210,Great Value,Shredded Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742353272,Great Value,American Deluxe,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742374345,Great Value,mild cheddar longhorn 1 lb block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742374437,Great Value,Shredded Mild Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742374581,Great Value,Mild Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742430195,Great Value,Mozzarella Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742430201,Great Value,colby 1 lb block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742430218,Great Value,Monterrey Jack Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00078742430225,Great Value,Sharp Cheddar Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00605388186966,Great Value,Mozzarella Cheese Log,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00026638233504,Haolam,Mozzarella Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00026638233511,Haolam,Kosher Mozzarella Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00026638260500,Haolam,Cheddar Brick,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00026638261507,Haolam,Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00026638263334,Haolam,Mozzarella Sliced Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041270009973,IGA,Deluxe American Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041270012799,IGA,Medium Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041270022576,IGA,Shredded Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041270025102,IGA,Shredded Mild Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041270036122,IGA,Colby and Monterey Jack Cheese Block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00041270039994,IGA,Mild Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00097073310839,Jim's,Colby Cheese Round,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00097073311089,Jim's,Colby Jack Cheese Round,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000006632,Kraft,Low Moisture Part Skim Mozzarella String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000006649,Kraft,Reduced Fat Mozzarella 2% Milk String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000015962,Kraft,Finely Shredded Colby and Monterey Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000017140,Kraft,String Cheese 12 pp,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000017607,Kraft,Finely Shredded Mild Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000017614,Kraft,Finely Shredded Sharp Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000044740,Kraft,2% MILK MOZZARELLA STRING CHEESE 12 CT 12 OZ,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053674,Kraft,Mozzarella Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053698,Kraft,Mexican Cheddar Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053704,Kraft,mild cheddar shreds,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053711,Kraft,Sharp Cheddar Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053728,Kraft,Colby and Monterey Jack Finely Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053735,Kraft,Mild Cheddar Finely Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053742,Kraft,sharp cheddar shreds,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000053759,Kraft,pizza cheese shreds,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000071302,Kraft,KID SNACKING CREAMY STRING MOZZARELLA COUNT 12 OZ,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000601493,Kraft,Mexican Finely Shredded Cheddar Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000601509,Kraft,Pizza Mozzarella and Cheddar Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000602698,Kraft,DELI DELUXE AMERICAN CHEESE SLICES 24 SLICES,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000602704,Kraft,DELI DELUXE WHITE AMERICAN SLICED CHEESE 24 SLICES,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608386,Kraft,mild cheddar natural,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608409,Kraft,sharp cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608416,Kraft,Colby block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608423,Kraft,Monterrey Jack Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608430,Kraft,Colby Jack block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608447,Kraft,Medium Cheddar Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000608478,Kraft,Extra Sharp Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000619351,Kraft,Deli Deluxe American Individually Wrapped 24 slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000620784,Kraft,Deluxe American Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000624416,Kraft,colby midget longhorn,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000625666,Kraft,DELI DELUXE 2% AMERICAN CHEESE SLICES 24 SLICES,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000630332,Kraft,Shredded Mild Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000630417,Kraft,Sharp Cheddar Shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000630448,Kraft,Shredded Low Moisture Part Skim Mozzarella Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021000638741,Kraft,sharp cheddar shreds,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00071040063126,Kraft,Whole Milk Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110048219,Kroger,Fresh Mozzarella Cheese Slices 16 oz.,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110093646,Kroger,White Cheddar cheese curds,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110094513,Kroger,Colby Cheese block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110580306,Kroger,colby midget longhorn,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110585295,Kroger,Shredded Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110585431,Kroger,Fancy Shredded Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110585448,Kroger,Fancy Shredded Sharp Cheddar Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110585882,Kroger,Monterey Jack Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110586650,Kroger,Mozzarella Shredded Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110586667,Kroger,Mild Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587268,Kroger,Mozzarella Cheese Sphere,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587305,Kroger,mild cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587312,Kroger,Monterey Jack Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587329,Kroger,medium cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587336,Kroger,sharp cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587374,Kroger,colby jack block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587398,Kroger,extra sharp cheddar block,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587985,Kroger,Fine Shred Mild Cheddar,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587992,Kroger,Fine Shredded Mozzarella,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110588814,Kroger,Sharp Cheddar Shredded Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110588821,Kroger,Sharp Cheddar Fine Shred,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110589057,Kroger,Mild Cheddar Jack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110589071,Kroger,colby jack finely shredded,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110595805,Kroger,Fancy Shredded Colby Jack Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110596031,Kroger,Monterey Jack Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110599186,Kroger,Deluxe American Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110894465,Kroger,Mozzarella Cheese Log,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110903556,Kroger,Mozzarella String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00011110587343,Kroger ,MUENSTER BAR,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00034500448536,Land O' Lakes,Co-Jack Natural Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130042234,Lucerne,Colby Jack Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130042357,Lucerne,Mozzarella String Cheese,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130043026,Lucerne,Whole Milk Mozzarella Cheese Ball,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130043163,Lucerne,American Deluxe Cheese Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130043415,Lucerne,American Slices,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130043927,Lucerne,Mild Cheddar Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130043958,Lucerne,Monterey Jack Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130044047,Lucerne,Sharp Cheddar Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130044184,Lucerne,Extra Sharp Cheddar Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130044863,Lucerne,Longhorn Colby Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130044870,Lucerne,Colby Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130045709,Lucerne,Swiss Cheese Chunk,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130046218,Lucerne,Sliced Cheese Party pack,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130046966,Lucerne,Park Skim Mozzarella Cheese Ball,1,LB,
02,Cheese,001,Cheese - Full Pound Items,00021130047079,Lucerne,Sharp Cheddar Shredded Cheese,1,LB,
