fdc_id,wweia_food_category,wweia_food_category_description,full food code description,food_code,keyword,Schema Code,Grandparent
2343374,5502,Cakes and pies,"Cake or cupcake, white with chocolate icing, from mix",53121272,Cake or cupcake,"53 Cakes, cookies, pies, pastries, bars",Grains
2343375,5502,Cakes and pies,"Cake or cupcake, white, no icing",53121275,Cake or cupcake,"53 Cakes, cookies, pies, pastries, bars",Grains
2343376,5502,Cakes and pies,"Cake, strawberry shortcake",53123070,Cake,"53 Cakes, cookies, pies, pastries, bars",Grains
2343377,5502,Cakes and pies,"Cake or cupcake, zucchini",53124110,Cake or cupcake,"53 Cakes, cookies, pies, pastries, bars",Grains
2343475,5502,Cakes and pies,"Pie, NFS",53300100,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343476,5502,Cakes and pies,"Tart, all types",53300200,Tart,"53 Cakes, cookies, pies, pastries, bars",Grains
2343477,5502,Cakes and pies,"Pie, apple",53301000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343478,5502,Cakes and pies,"Pie, apple, fast food",53301070,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343479,5502,Cakes and pies,"Pie, berry",53303500,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343480,5502,Cakes and pies,"Pie, blueberry",53304000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343481,5502,Cakes and pies,"Pie, cherry",53305000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343482,5502,Cakes and pies,"Pie, lemon",53305700,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343483,5502,Cakes and pies,"Pie, key lime",53305800,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343484,5502,Cakes and pies,"Pie, peach",53307000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343485,5502,Cakes and pies,"Pie, strawberry",53312000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343486,5502,Cakes and pies,"Pie, banana cream",53341000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343487,5502,Cakes and pies,"Pie, chocolate cream",53342000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343488,5502,Cakes and pies,"Pie, coconut cream",53343000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343489,5502,Cakes and pies,"Pie, custard",53344000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343490,5502,Cakes and pies,Dessert pizza,53344300,Dessert pizza,"53 Cakes, cookies, pies, pastries, bars",Grains
2343491,5502,Cakes and pies,"Pie, peanut butter cream",53346000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343492,5502,Cakes and pies,"Pie, pineapple cream",53346500,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343493,5502,Cakes and pies,"Pie, pumpkin",53347000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343494,5502,Cakes and pies,"Pie, sweet potato",53360000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343495,5502,Cakes and pies,"Pie, vanilla cream",53365000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343496,5502,Cakes and pies,"Pie, lemon meringue",53381000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343497,5502,Cakes and pies,"Pie, pecan",53385000,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343498,5502,Cakes and pies,"Pie, oatmeal",53385500,Pie,"53 Cakes, cookies, pies, pastries, bars",Grains
2343499,5502,Cakes and pies,Pie shell,53391000,Pie shell,"53 Cakes, cookies, pies, pastries, bars",Grains
2343500,5502,Cakes and pies,"Pie shell, graham cracker",53391100,Pie shell,"53 Cakes, cookies, pies, pastries, bars",Grains
2343501,5502,Cakes and pies,"Pie shell, chocolate",53391150,Pie shell,"53 Cakes, cookies, pies, pastries, bars",Grains
2343502,5502,Cakes and pies,"Cobbler, apple",53410100,Cobbler,"53 Cakes, cookies, pies, pastries, bars",Grains
2343503,5502,Cakes and pies,"Cobbler, berry",53410300,Cobbler,"53 Cakes, cookies, pies, pastries, bars",Grains
2343504,5502,Cakes and pies,"Cobbler, cherry",53410500,Cobbler,"53 Cakes, cookies, pies, pastries, bars",Grains
2343505,5502,Cakes and pies,"Cobbler, peach",53410800,Cobbler,"53 Cakes, cookies, pies, pastries, bars",Grains
2343506,5502,Cakes and pies,"Crisp, apple",53415100,Crisp,"53 Cakes, cookies, pies, pastries, bars",Grains
2343509,5502,Cakes and pies,"Crisp, berry",53415300,Crisp,"53 Cakes, cookies, pies, pastries, bars",Grains
2343510,5502,Cakes and pies,"Crisp, cherry",53415400,Crisp,"53 Cakes, cookies, pies, pastries, bars",Grains
2343511,5502,Cakes and pies,"Crisp, peach",53415500,Crisp,"53 Cakes, cookies, pies, pastries, bars",Grains
2343522,5502,Cakes and pies,"Strudel, apple",53440000,Strudel,"53 Cakes, cookies, pies, pastries, bars",Grains
2343523,5502,Cakes and pies,"Strudel, berry",53440300,Strudel,"53 Cakes, cookies, pies, pastries, bars",Grains
2343524,5502,Cakes and pies,"Strudel, cherry",53440500,Strudel,"53 Cakes, cookies, pies, pastries, bars",Grains
2343525,5502,Cakes and pies,"Strudel, cheese",53440600,Strudel,"53 Cakes, cookies, pies, pastries, bars",Grains
2343526,5502,Cakes and pies,"Strudel, peach",53440700,Strudel,"53 Cakes, cookies, pies, pastries, bars",Grains
2343527,5502,Cakes and pies,Baklava,53441110,Baklava,"53 Cakes, cookies, pies, pastries, bars",Grains
2343528,5502,Cakes and pies,Basbousa,53441210,Basbousa,"53 Cakes, cookies, pies, pastries, bars",Grains
2343529,5502,Cakes and pies,"Turnover, fruit",53450000,Turnover,"53 Cakes, cookies, pies, pastries, bars",Grains
2343540,5502,Cakes and pies,"Empanada, fruit",53453150,Empanada,"53 Cakes, cookies, pies, pastries, bars",Grains
2341107,1602,Cheese,"Cheese, NFS",14010000,Cheese,14 Cheeses,Dairy
2341108,1602,Cheese,"Cheese, Blue or Roquefort",14101010,Cheese,14 Cheeses,Dairy
2341109,1602,Cheese,"Cheese, Brick",14102010,Cheese,14 Cheeses,Dairy
2341110,1602,Cheese,"Cheese, Camembert",14103010,Cheese,14 Cheeses,Dairy
2341111,1602,Cheese,"Cheese, Brie",14103020,Cheese,14 Cheeses,Dairy
2341112,1602,Cheese,"Cheese, Cheddar",14104100,Cheese,14 Cheeses,Dairy
2341113,1602,Cheese,"Cheese, Cheddar, reduced fat",14104110,Cheese,14 Cheeses,Dairy
2341114,1602,Cheese,"Cheese, Cheddar, nonfat or fat free",14104115,Cheese,14 Cheeses,Dairy
2341115,1602,Cheese,"Cheese, Colby",14104200,Cheese,14 Cheeses,Dairy
2341116,1602,Cheese,"Cheese, Colby Jack",14104250,Cheese,14 Cheeses,Dairy
2341117,1602,Cheese,"Cheese, Feta",14104400,Cheese,14 Cheeses,Dairy
2341118,1602,Cheese,"Cheese, Fontina",14104600,Cheese,14 Cheeses,Dairy
2341119,1602,Cheese,"Cheese, goat",14104700,Cheese,14 Cheeses,Dairy
2341120,1602,Cheese,"Cheese, Gouda or Edam",14105010,Cheese,14 Cheeses,Dairy
2341121,1602,Cheese,"Cheese, Gruyere",14105200,Cheese,14 Cheeses,Dairy
2341122,1602,Cheese,"Cheese, Limburger",14106010,Cheese,14 Cheeses,Dairy
2341123,1602,Cheese,"Cheese, Monterey",14106200,Cheese,14 Cheeses,Dairy
2341124,1602,Cheese,"Cheese, Monterey, reduced fat",14106500,Cheese,14 Cheeses,Dairy
2341125,1602,Cheese,"Cheese, Mozzarella, NFS",14107010,Cheese,14 Cheeses,Dairy
2341126,1602,Cheese,"Cheese, Mozzarella, part skim",14107030,Cheese,14 Cheeses,Dairy
2341127,1602,Cheese,"Cheese, Mozzarella, reduced sodium",14107040,Cheese,14 Cheeses,Dairy
2341128,1602,Cheese,"Cheese, Mozzarella, nonfat or fat free",14107060,Cheese,14 Cheeses,Dairy
2341129,1602,Cheese,"Cheese, Muenster",14107200,Cheese,14 Cheeses,Dairy
2341130,1602,Cheese,"Cheese, Muenster, reduced fat",14107250,Cheese,14 Cheeses,Dairy
2341131,1602,Cheese,"Cheese, Parmesan, dry grated",14108010,Cheese,14 Cheeses,Dairy
2341132,1602,Cheese,"Cheese, Parmesan, dry grated, reduced fat",14108015,Cheese,14 Cheeses,Dairy
2341133,1602,Cheese,"Cheese, Parmesan, hard",14108020,Cheese,14 Cheeses,Dairy
2341134,1602,Cheese,"Cheese, Parmesan, dry grated, fat free",14108060,Cheese,14 Cheeses,Dairy
2341135,1602,Cheese,"Cheese, Port du Salut",14108200,Cheese,14 Cheeses,Dairy
2341136,1602,Cheese,"Cheese, Provolone",14108400,Cheese,14 Cheeses,Dairy
2341137,1602,Cheese,"Cheese, provolone, reduced fat",14108420,Cheese,14 Cheeses,Dairy
2341138,1602,Cheese,"Cheese, Swiss",14109010,Cheese,14 Cheeses,Dairy
2341139,1602,Cheese,"Cheese, Swiss, reduced sodium",14109020,Cheese,14 Cheeses,Dairy
2341140,1602,Cheese,"Cheese, Swiss, reduced fat",14109030,Cheese,14 Cheeses,Dairy
2341141,1602,Cheese,"Cheese, Swiss, nonfat or fat free",14109040,Cheese,14 Cheeses,Dairy
2341142,1602,Cheese,"Cheese, Cheddar, reduced sodium",14110010,Cheese,14 Cheeses,Dairy
2341143,1602,Cheese,"Cheese, paneer",14110050,Cheese,14 Cheeses,Dairy
2341144,1602,Cheese,"Cheese, Mexican blend",14120010,Cheese,14 Cheeses,Dairy
2341145,1602,Cheese,"Cheese, Mexican blend, reduced fat",14120020,Cheese,14 Cheeses,Dairy
2341146,1602,Cheese,"Queso Anejo, aged Mexican cheese",14131000,Queso Anejo,14 Cheeses,Dairy
2341147,1602,Cheese,Queso Asadero,14131500,Queso Asadero,14 Cheeses,Dairy
2341148,1602,Cheese,Queso Fresco,14133000,Queso Fresco,14 Cheeses,Dairy
2341149,1602,Cheese,Queso cotija,14134000,Queso cotija,14 Cheeses,Dairy
2341166,1602,Cheese,"Cheese, American and Swiss blends",14410100,Cheese,14 Cheeses,Dairy
2341167,1602,Cheese,"Cheese, American",14410110,Cheese,14 Cheeses,Dairy
2341168,1602,Cheese,"Cheese, American, reduced fat",14410120,Cheese,14 Cheeses,Dairy
2341169,1602,Cheese,"Cheese, American, nonfat or fat free",14410130,Cheese,14 Cheeses,Dairy
2341170,1602,Cheese,"Cheese, American, reduced sodium",14410210,Cheese,14 Cheeses,Dairy
2341171,1602,Cheese,"Cheese spread, American or Cheddar cheese base, reduced fat",14410330,Cheese spread,14 Cheeses,Dairy
2341173,1602,Cheese,"Cheese, processed cheese food",14410500,Cheese,14 Cheeses,Dairy
2341174,1602,Cheese,"Cheese, processed, with vegetables",14410600,Cheese,14 Cheeses,Dairy
2341175,1602,Cheese,"Cheese,  with wine",14410620,Cheese,14 Cheeses,Dairy
2341176,1602,Cheese,"Cheese spread, American or Cheddar cheese base",14420100,Cheese spread,14 Cheeses,Dairy
2341177,1602,Cheese,"Cheese spread, Swiss cheese base",14420160,Cheese spread,14 Cheeses,Dairy
2341180,1602,Cheese,"Cheese spread, pressurized can",14420300,Cheese spread,14 Cheeses,Dairy
2341181,1602,Cheese,Imitation cheese,14502000,Imitation cheese,14 Cheeses,Dairy
2341185,1602,Cheese,Cheese ball,14610520,Cheese ball,14 Cheeses,Dairy
2341221,1602,Cheese,"Mozzarella sticks, breaded, baked, or fried",14660200,Mozzarella sticks,14 Cheeses,Dairy
2341150,1604,Cottage/ricotta cheese,"Cheese, cottage, NFS",14200100,Cheese,14 Cheeses,Dairy
2341151,1604,Cottage/ricotta cheese,"Cheese, cottage, creamed, large or small curd",14201010,Cheese,14 Cheeses,Dairy
2341152,1604,Cottage/ricotta cheese,"Cottage cheese, farmer's",14201200,Cottage cheese,14 Cheeses,Dairy
2341153,1604,Cottage/ricotta cheese,"Cheese, Ricotta",14201500,Cheese,14 Cheeses,Dairy
2341154,1604,Cottage/ricotta cheese,"Cheese, cottage, with fruit",14202010,Cheese,14 Cheeses,Dairy
2341155,1604,Cottage/ricotta cheese,"Cheese, cottage, with vegetables",14202020,Cheese,14 Cheeses,Dairy
2341156,1604,Cottage/ricotta cheese,"Cheese, cottage, dry curd",14203010,Cheese,14 Cheeses,Dairy
2341157,1604,Cottage/ricotta cheese,"Cheese, cottage, salted, dry curd",14203020,Cheese,14 Cheeses,Dairy
2341158,1604,Cottage/ricotta cheese,Puerto Rican white cheese,14203510,Puerto Rican white cheese,14 Cheeses,Dairy
2341159,1604,Cottage/ricotta cheese,"Cheese, cottage, low fat",14204010,Cheese,14 Cheeses,Dairy
2341160,1604,Cottage/ricotta cheese,"Cheese, cottage, lowfat, with fruit",14204020,Cheese,14 Cheeses,Dairy
2341161,1604,Cottage/ricotta cheese,"Cheese, cottage, lowfat, low sodium",14206010,Cheese,14 Cheeses,Dairy
2341162,1604,Cottage/ricotta cheese,"Cheese, cottage, lowfat, lactose reduced",14207010,Cheese,14 Cheeses,Dairy
2341182,1604,Cottage/ricotta cheese,"Cheese, cottage cheese, with gelatin dessert",14610200,Cheese,14 Cheeses,Dairy
2341183,1604,Cottage/ricotta cheese,"Cheese, cottage cheese, with gelatin dessert and fruit",14610210,Cheese,14 Cheeses,Dairy
2341184,1604,Cottage/ricotta cheese,"Cheese, cottage cheese, with gelatin dessert and vegetables",14610250,Cheese,14 Cheeses,Dairy
2341191,3602,Pizza,Topping from cheese pizza,14620300,Topping from cheese pizza,14 Cheeses,Dairy
2341192,3602,Pizza,Topping from vegetable pizza,14620310,Topping from vegetable pizza,14 Cheeses,Dairy
2341193,3602,Pizza,Topping from meat pizza,14620320,Topping from meat pizza,14 Cheeses,Dairy
2341194,3602,Pizza,Topping from meat and vegetable pizza,14620330,Topping from meat and vegetable pizza,14 Cheeses,Dairy
2344096,3602,Pizza,"Pizza, cheese, from frozen, thin crust",58106200,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344097,3602,Pizza,"Pizza, cheese, from frozen, thick crust",58106205,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344098,3602,Pizza,"Pizza, cheese, from restaurant or fast food, NS as to type of crust",58106210,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344099,3602,Pizza,"Pizza, cheese, from restaurant or fast food, thin crust",58106220,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344100,3602,Pizza,"Pizza, cheese, from restaurant or fast food, medium crust",58106225,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344101,3602,Pizza,"Pizza, cheese, from restaurant or fast food, thick crust",58106230,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344102,3602,Pizza,"Pizza, cheese, stuffed crust",58106233,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344103,3602,Pizza,"Pizza, cheese, from school lunch, medium crust",58106234,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344104,3602,Pizza,"Pizza, cheese, from school lunch, thin crust",58106235,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344105,3602,Pizza,"Pizza, cheese, from school lunch, thick crust",58106236,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344106,3602,Pizza,"Pizza, extra cheese, thin crust",58106250,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344107,3602,Pizza,"Pizza, extra cheese, thick crust",58106260,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344108,3602,Pizza,"Pizza, cheese, with vegetables, from frozen, thin crust",58106300,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344109,3602,Pizza,"Pizza, cheese with vegetables, from frozen, thick crust",58106305,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344110,3602,Pizza,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",58106320,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344111,3602,Pizza,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust",58106325,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344112,3602,Pizza,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",58106330,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344113,3602,Pizza,"Pizza with cheese and extra vegetables, thin crust",58106345,Pizza with cheese and extra vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344114,3602,Pizza,"Pizza with cheese and extra vegetables, medium crust",58106347,Pizza with cheese and extra vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344115,3602,Pizza,"Pizza with cheese and extra vegetables, thick crust",58106350,Pizza with cheese and extra vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344116,3602,Pizza,"Pizza, cheese, with fruit, thin crust",58106358,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344117,3602,Pizza,"Pizza, cheese, with fruit, medium crust",58106359,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344118,3602,Pizza,"Pizza, cheese, with fruit, thick crust",58106360,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344119,3602,Pizza,"Pizza with pepperoni, from frozen, thin crust",58106512,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344120,3602,Pizza,"Pizza with pepperoni, from frozen, medium crust",58106514,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344121,3602,Pizza,"Pizza with pepperoni, from frozen, thick crust",58106516,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344122,3602,Pizza,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",58106540,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344123,3602,Pizza,"Pizza with pepperoni, from restaurant or fast food, thin crust",58106550,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344124,3602,Pizza,"Pizza with pepperoni, from restaurant or fast food,  medium crust",58106555,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344125,3602,Pizza,"Pizza with pepperoni, from restaurant or fast food, thick crust",58106560,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344126,3602,Pizza,"Pizza with pepperoni, stuffed crust",58106565,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344127,3602,Pizza,"Pizza with pepperoni, from school lunch, thin crust",58106570,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344128,3602,Pizza,"Pizza, with pepperoni, from school lunch, medium crust",58106578,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344129,3602,Pizza,"Pizza with pepperoni, from school lunch, thick crust",58106580,Pizza with pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344130,3602,Pizza,"Pizza with meat other than pepperoni, from frozen, thin crust",58106602,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344131,3602,Pizza,"Pizza with meat other than pepperoni, from frozen, medium crust",58106604,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344132,3602,Pizza,"Pizza with meat other than pepperoni, from frozen, thick crust",58106606,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344133,3602,Pizza,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",58106610,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344134,3602,Pizza,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",58106620,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344135,3602,Pizza,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",58106625,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344136,3602,Pizza,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",58106630,Pizza with meat other than pepperoni,"58 Grain mixtures, frozen meals, soups",Grains
2344137,3602,Pizza,"Pizza, with meat other than pepperoni, stuffed crust",58106633,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344138,3602,Pizza,"Pizza, with meat other than pepperoni, from school lunch, medium crust",58106634,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344139,3602,Pizza,"Pizza, with meat other than pepperoni, from school lunch, thin crust",58106635,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344140,3602,Pizza,"Pizza, with meat other than pepperoni, from school lunch, thick crust",58106636,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344141,3602,Pizza,"Pizza with extra meat, thin crust",58106650,Pizza with extra meat,"58 Grain mixtures, frozen meals, soups",Grains
2344142,3602,Pizza,"Pizza with extra meat, medium crust",58106655,Pizza with extra meat,"58 Grain mixtures, frozen meals, soups",Grains
2344143,3602,Pizza,"Pizza with extra meat, thick crust",58106660,Pizza with extra meat,"58 Grain mixtures, frozen meals, soups",Grains
2344144,3602,Pizza,"Pizza with meat and vegetables, from frozen, thin crust",58106700,Pizza with meat and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344145,3602,Pizza,"Pizza with meat and vegetables, from frozen, medium crust",58106702,Pizza with meat and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344146,3602,Pizza,"Pizza with meat and vegetables, from frozen, thick crust",58106705,Pizza with meat and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344147,3602,Pizza,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",58106720,Pizza with meat and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344148,3602,Pizza,"Pizza with meat and vegetables, from restaurant or fast food, medium crust",58106725,Pizza with meat and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344149,3602,Pizza,"Pizza with meat and vegetables, from restaurant or fast food, thick crust",58106730,Pizza with meat and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344150,3602,Pizza,"Pizza with extra meat and extra vegetables, thin crust",58106736,Pizza with extra meat and extra vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344151,3602,Pizza,"Pizza with extra meat and extra vegetables, thick crust",58106737,Pizza with extra meat and extra vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344152,3602,Pizza,"Pizza with extra meat and extra vegetables, medium crust",58106738,Pizza with extra meat and extra vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344153,3602,Pizza,"Pizza with meat and fruit, thin crust",58106750,Pizza with meat and fruit,"58 Grain mixtures, frozen meals, soups",Grains
2344154,3602,Pizza,"Pizza with meat and fruit, medium crust",58106755,Pizza with meat and fruit,"58 Grain mixtures, frozen meals, soups",Grains
2344155,3602,Pizza,"Pizza with meat and fruit, thick crust",58106760,Pizza with meat and fruit,"58 Grain mixtures, frozen meals, soups",Grains
2344156,3602,Pizza,"Pizza with beans and vegetables, thin crust",58106820,Pizza with beans and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344157,3602,Pizza,"Pizza with beans and vegetables, thick crust",58106830,Pizza with beans and vegetables,"58 Grain mixtures, frozen meals, soups",Grains
2344158,3602,Pizza,"Pizza, no cheese, thin crust",58107050,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344159,3602,Pizza,"Pizza, no cheese, thick crust",58107100,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344160,3602,Pizza,"White pizza, cheese, thin crust",58107205,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344161,3602,Pizza,"White pizza, cheese, thick crust",58107207,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344162,3602,Pizza,"White pizza, cheese, with vegetables, thin crust",58107212,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344163,3602,Pizza,"White pizza, cheese, with vegetables, thick crust",58107214,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344164,3602,Pizza,"White pizza, cheese, with meat, thin crust",58107222,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344165,3602,Pizza,"White pizza, cheese, with meat, thick crust",58107224,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344166,3602,Pizza,"White pizza, cheese, with meat and vegetables, thin crust",58107232,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344167,3602,Pizza,"White pizza, cheese, with meat and vegetables, thick crust",58107234,White pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344168,3602,Pizza,"Calzone, with cheese, meatless",58108000,Calzone,"58 Grain mixtures, frozen meals, soups",Grains
2344169,3602,Pizza,"Calzone, with meat and cheese",58108010,Calzone,"58 Grain mixtures, frozen meals, soups",Grains
2344170,3602,Pizza,Pizza rolls,58108050,Pizza rolls,"58 Grain mixtures, frozen meals, soups",Grains
2344171,3602,Pizza,"Pizza, cheese, whole wheat thin crust",58109015,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344172,3602,Pizza,"Pizza, cheese, whole wheat thick crust",58109020,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344173,3602,Pizza,"Pizza, with meat, whole wheat thin crust",58109030,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344174,3602,Pizza,"Pizza, with meat, whole wheat thick crust",58109040,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344175,3602,Pizza,"Pizza, cheese and vegetables, whole wheat thin crust",58109050,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344176,3602,Pizza,"Pizza, cheese and vegetables, whole wheat thick crust",58109060,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344177,3602,Pizza,"Pizza, cheese, gluten-free thin crust",58109100,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344178,3602,Pizza,"Pizza, cheese, gluten-free thick crust",58109110,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344179,3602,Pizza,"Pizza, with meat, gluten-free thin crust",58109120,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344180,3602,Pizza,"Pizza, with meat, gluten-free thick crust",58109130,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344181,3602,Pizza,"Pizza, cheese and vegetables, gluten-free thin crust",58109140,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2344182,3602,Pizza,"Pizza, cheese and vegetables, gluten-free thick crust",58109150,Pizza,"58 Grain mixtures, frozen meals, soups",Grains
2341196,2502,Eggs and omelets,Cheese souffle,14630200,Cheese souffle,14 Cheeses,Dairy
2342627,2502,Eggs and omelets,"Egg, whole, raw",31101010,Egg,31 Eggs,Proteins
2342628,2502,Eggs and omelets,"Egg, whole, cooked, NS as to cooking method",31102000,Egg,31 Eggs,Proteins
2342629,2502,Eggs and omelets,"Egg, whole, boiled or poached",31103010,Egg,31 Eggs,Proteins
2342630,2502,Eggs and omelets,"Egg, whole, fried, NS as to fat",31105005,Egg,31 Eggs,Proteins
2342631,2502,Eggs and omelets,"Egg, whole, fried no added fat",31105010,Egg,31 Eggs,Proteins
2342632,2502,Eggs and omelets,"Egg, whole, fried with margarine",31105020,Egg,31 Eggs,Proteins
2342633,2502,Eggs and omelets,"Egg, whole, fried with oil",31105030,Egg,31 Eggs,Proteins
2342634,2502,Eggs and omelets,"Egg, whole, fried with butter",31105040,Egg,31 Eggs,Proteins
2342635,2502,Eggs and omelets,"Egg, whole, fried with animal fat or meat drippings",31105060,Egg,31 Eggs,Proteins
2342636,2502,Eggs and omelets,"Egg, whole, fried with cooking spray",31105080,Egg,31 Eggs,Proteins
2342637,2502,Eggs and omelets,"Egg, whole, fried, NS as to fat type",31105085,Egg,31 Eggs,Proteins
2342638,2502,Eggs and omelets,"Egg, whole, fried, from fast food / restaurant",31105090,Egg,31 Eggs,Proteins
2342639,2502,Eggs and omelets,"Egg, whole, baked, NS as to fat",31106000,Egg,31 Eggs,Proteins
2342640,2502,Eggs and omelets,"Egg, whole, baked, no added fat",31106010,Egg,31 Eggs,Proteins
2342641,2502,Eggs and omelets,"Egg, whole, baked, fat added",31106020,Egg,31 Eggs,Proteins
