fdc_id,description,short_description,food_code,wweia_food_category,wweia_food_category_description
2344507,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice,58160630,3202,Rice mixed dishes
2344508,"Rice, white, with carrots and dark green vegetables, NS as to fat",Rice,58160640,3202,Rice mixed dishes
2344509,"Rice, white, with carrots and dark green vegetables, no added fat",Rice,58160650,3202,Rice mixed dishes
2344510,"Rice, white, with carrots and dark green vegetables, fat added",Rice,58160660,3202,Rice mixed dishes
2344511,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",Rice,58160670,3202,Rice mixed dishes
2344512,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",Rice,58160680,3202,Rice mixed dishes
2344513,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",Rice,58160690,3202,Rice mixed dishes
2344514,"Rice, white, with other vegetables, NS as to fat",Rice,58160700,3202,Rice mixed dishes
2344515,"Rice, white, with other vegetables, no added fat",Rice,58160710,3202,Rice mixed dishes
2344516,"Rice, white, with other vegetables, fat added",Rice,58160720,3202,Rice mixed dishes
2344517,"Rice, white, with lentils, NS as to fat",Rice,58160800,3202,Rice mixed dishes
2344518,"Rice, white, with lentils, fat added",Rice,58160805,3202,Rice mixed dishes
2344519,"Rice, white, with lentils, no added fat",Rice,58160810,3202,Rice mixed dishes
2344520,"Rice, cooked with coconut milk",Rice,58161200,3202,Rice mixed dishes
2344525,"Rice, brown, with corn, NS as to fat",Rice,58161420,3202,Rice mixed dishes
2344526,"Rice, brown, with corn, no added fat",Rice,58161422,3202,Rice mixed dishes
2344527,"Rice, brown, with corn, fat added",Rice,58161424,3202,Rice mixed dishes
2344528,"Rice, brown, with peas, NS as to fat",Rice,58161430,3202,Rice mixed dishes
2344529,"Rice, brown, with peas, no added fat",Rice,58161432,3202,Rice mixed dishes
2344530,"Rice, brown, with peas, fat added",Rice,58161434,3202,Rice mixed dishes
2344531,"Rice, brown, with carrots, NS as to fat",Rice,58161435,3202,Rice mixed dishes
2344532,"Rice, brown, with carrots, no added fat",Rice,58161437,3202,Rice mixed dishes
2344533,"Rice, brown, with carrots, fat added",Rice,58161439,3202,Rice mixed dishes
2344534,"Rice, brown, with peas and carrots, NS as to fat",Rice,58161440,3202,Rice mixed dishes
2344535,"Rice, brown, with peas and carrots, no added fat",Rice,58161442,3202,Rice mixed dishes
2344536,"Rice, brown, with peas and carrots, fat added",Rice,58161444,3202,Rice mixed dishes
2344537,"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",Rice,58161460,3202,Rice mixed dishes
2344538,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",Rice,58161462,3202,Rice mixed dishes
2344539,"Rice, brown, with tomatoes and/or tomato based sauce, fat added",Rice,58161464,3202,Rice mixed dishes
2344540,"Rice, brown, with dark green vegetables, NS as to fat",Rice,58161470,3202,Rice mixed dishes
2344541,"Rice, brown, with dark green vegetables, no added fat",Rice,58161472,3202,Rice mixed dishes
2344542,"Rice, brown, with dark green vegetables, fat added",Rice,58161474,3202,Rice mixed dishes
2344543,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",Rice,58161480,3202,Rice mixed dishes
2344544,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",Rice,58161482,3202,Rice mixed dishes
2344545,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added",Rice,58161484,3202,Rice mixed dishes
2344546,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",Rice,58161490,3202,Rice mixed dishes
2344547,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",Rice,58161492,3202,Rice mixed dishes
2344548,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",Rice,58161494,3202,Rice mixed dishes
2344549,"Rice, brown, with carrots and dark green vegetables, NS as to fat",Rice,58161500,3202,Rice mixed dishes
2344550,"Rice, brown, with carrots and dark green vegetables, no added fat",Rice,58161502,3202,Rice mixed dishes
2344551,"Rice, brown, with carrots and dark green vegetables, fat added",Rice,58161504,3202,Rice mixed dishes
2344552,Grape leaves stuffed with rice,Grape leaves stuffed with rice,58161510,3202,Rice mixed dishes
2344553,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",Rice,58161520,3202,Rice mixed dishes
2344554,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",Rice,58161522,3202,Rice mixed dishes
2344555,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",Rice,58161524,3202,Rice mixed dishes
2344556,"Rice, brown, with other vegetables, NS as to fat",Rice,58161530,3202,Rice mixed dishes
2344557,"Rice, brown, with other vegetables, no added fat",Rice,58161532,3202,Rice mixed dishes
2344558,"Rice, brown, with other vegetables, fat added",Rice,58161534,3202,Rice mixed dishes
2344559,Rice croquette,Rice croquette,58161710,3202,Rice mixed dishes
2344565,Rice pilaf,Rice pilaf,58162310,3202,Rice mixed dishes
2344566,Dirty rice,Dirty rice,58163130,3202,Rice mixed dishes
2344567,Flavored rice mixture,Flavored rice mixture,58163310,3202,Rice mixed dishes
2344568,Flavored rice mixture with cheese,Flavored rice mixture with cheese,58163330,3202,Rice mixed dishes
2344569,"Flavored rice, brown and wild",Flavored rice,58163360,3202,Rice mixed dishes
2344570,Flavored rice and pasta mixture,Flavored rice and pasta mixture,58163380,3202,Rice mixed dishes
2344571,"Flavored rice and pasta mixture, reduced sodium",Flavored rice and pasta mixture,58163400,3202,Rice mixed dishes
2344572,"Spanish rice, from restaurant",Spanish rice,58163405,3202,Rice mixed dishes
2344573,"Spanish rice, fat added",Spanish rice,58163410,3202,Rice mixed dishes
2344574,"Spanish rice, no added fat",Spanish rice,58163420,3202,Rice mixed dishes
2344575,"Spanish rice, NS as to fat",Spanish rice,58163430,3202,Rice mixed dishes
2344576,Spanish rice with ground beef,Spanish rice with ground beef,58163450,3202,Rice mixed dishes
2344577,Rice dressing,Rice dressing,58163510,3202,Rice mixed dishes
2344578,Rice with raisins,Rice with raisins,58164110,3202,Rice mixed dishes
2344579,Rice dessert or salad with fruit,Rice dessert or salad with fruit,58164210,3202,Rice mixed dishes
2344580,"Rice, white, with cheese and/or cream based sauce, NS as to fat",Rice,58164500,3202,Rice mixed dishes
2344581,"Rice, white, with cheese and/or cream based sauce, no added fat",Rice,58164510,3202,Rice mixed dishes
2344582,"Rice, white, with cheese and/or cream based sauce, fat added",Rice,58164520,3202,Rice mixed dishes
2344583,"Rice, white, with gravy, NS as to fat",Rice,58164530,3202,Rice mixed dishes
2344584,"Rice, white, with gravy, no added fat",Rice,58164540,3202,Rice mixed dishes
2344585,"Rice, white, with gravy, fat added",Rice,58164550,3202,Rice mixed dishes
2344589,"Rice, brown, with cheese and/or cream based sauce, NS as to fat",Rice,58164800,3202,Rice mixed dishes
2344590,"Rice, brown, with cheese and/or cream based sauce, no added fat",Rice,58164810,3202,Rice mixed dishes
2344591,"Rice, brown, with cheese and/or cream based sauce, fat added",Rice,58164820,3202,Rice mixed dishes
2344592,"Rice, brown, with gravy, NS as to fat",Rice,58164830,3202,Rice mixed dishes
2344593,"Rice, brown, with gravy, no added fat",Rice,58164840,3202,Rice mixed dishes
2344594,"Rice, brown, with gravy, fat added",Rice,58164850,3202,Rice mixed dishes
2344598,"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",Rice,58165000,3202,Rice mixed dishes
2344599,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",Rice,58165010,3202,Rice mixed dishes
2344600,"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",Rice,58165020,3202,Rice mixed dishes
2344601,"Rice, white, with vegetables and gravy, NS as to fat",Rice,58165030,3202,Rice mixed dishes
2344602,"Rice, white, with vegetables and gravy, no added fat",Rice,58165040,3202,Rice mixed dishes
2344603,"Rice, white, with vegetables and gravy, fat added",Rice,58165050,3202,Rice mixed dishes
2344607,"Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat",Rice,58165400,3202,Rice mixed dishes
2344608,"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",Rice,58165410,3202,Rice mixed dishes
2344609,"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added",Rice,58165420,3202,Rice mixed dishes
2344610,"Rice, brown, with vegetables and gravy, NS as to fat",Rice,58165430,3202,Rice mixed dishes
2344611,"Rice, brown, with vegetables and gravy, no added fat",Rice,58165440,3202,Rice mixed dishes
2344612,"Rice, brown, with vegetables and gravy, fat added",Rice,58165450,3202,Rice mixed dishes
2342039,Beef chow mein or chop suey with noodles,Beef chow mein or chop suey with noodles,27313110,3402,Fried rice and lo/chow mein
2342080,Pork chow mein or chop suey with noodles,Pork chow mein or chop suey with noodles,27320310,3402,Fried rice and lo/chow mein
2342121,Chicken or turkey chow mein or chop suey with noodles,Chicken or turkey chow mein or chop suey with noodles,27343910,3402,Fried rice and lo/chow mein
2342146,Shrimp chow mein or chop suey with noodles,Shrimp chow mein or chop suey with noodles,27350050,3402,Fried rice and lo/chow mein
2342157,"Chow mein or chop suey, NS as to type of meat, with noodles",Chow mein or chop suey,27360080,3402,Fried rice and lo/chow mein
2342159,"Chow mein or chop suey, various types of meat, with noodles",Chow mein or chop suey,27360120,3402,Fried rice and lo/chow mein
2342178,"Beef chow mein or chop suey, no noodles",Beef chow mein or chop suey,27415150,3402,Fried rice and lo/chow mein
2342210,"Pork chow mein or chop suey, no noodles",Pork chow mein or chop suey,27420390,3402,Fried rice and lo/chow mein
2342242,"Chicken or turkey chow mein or chop suey, no noodles",Chicken or turkey chow mein or chop suey,27446100,3402,Fried rice and lo/chow mein
2342271,"Shrimp chow mein or chop suey, no noodles",Shrimp chow mein or chop suey,27450040,3402,Fried rice and lo/chow mein
2342316,"Chow mein or chop suey, NS as to type of meat, no noodles",Chow mein or chop suey,27460010,3402,Fried rice and lo/chow mein
2344280,Chow fun noodles with meat and vegetables,Chow fun noodles with meat and vegetables,58135110,3402,Fried rice and lo/chow mein
2344281,"Chow fun noodles with vegetables, meatless",Chow fun noodles with vegetables,58135120,3402,Fried rice and lo/chow mein
2344282,"Lo mein, NFS",Lo mein,58136110,3402,Fried rice and lo/chow mein
2344283,"Lo mein, meatless",Lo mein,58136120,3402,Fried rice and lo/chow mein
2344284,"Lo mein, with shrimp",Lo mein,58136130,3402,Fried rice and lo/chow mein
2344285,"Lo mein, with pork",Lo mein,58136140,3402,Fried rice and lo/chow mein
2344286,"Lo mein, with beef",Lo mein,58136150,3402,Fried rice and lo/chow mein
2344287,"Lo mein, with chicken",Lo mein,58136160,3402,Fried rice and lo/chow mein
2344288,"Pad Thai, NFS",Pad Thai,58137210,3402,Fried rice and lo/chow mein
2344289,"Pad Thai, meatless",Pad Thai,58137220,3402,Fried rice and lo/chow mein
2344290,Pad Thai with chicken,Pad Thai with chicken,58137230,3402,Fried rice and lo/chow mein
2344291,Pad Thai with seafood,Pad Thai with seafood,58137240,3402,Fried rice and lo/chow mein
2344292,Pad Thai with meat,Pad Thai with meat,58137250,3402,Fried rice and lo/chow mein
2344416,"Yat Ga Mein with meat, fish, or poultry",Yat Ga Mein with meat,58147520,3402,Fried rice and lo/chow mein
2344436,"Rice, fried, meatless",Rice,58150110,3402,Fried rice and lo/chow mein
2344437,"Rice, fried, NFS",Rice,58150310,3402,Fried rice and lo/chow mein
2344438,"Rice, fried, with chicken",Rice,58150320,3402,Fried rice and lo/chow mein
2344439,"Rice, fried, with pork",Rice,58150330,3402,Fried rice and lo/chow mein
2344440,"Rice, fried, with beef",Rice,58150340,3402,Fried rice and lo/chow mein
2344441,"Rice, fried, with shrimp",Rice,58150510,3402,Fried rice and lo/chow mein
2344586,"Rice, white, with soy-based sauce, NS as to fat",Rice,58164560,3402,Fried rice and lo/chow mein
2344587,"Rice, white, with soy-based sauce, no added fat",Rice,58164570,3402,Fried rice and lo/chow mein
2344588,"Rice, white, with soy-based sauce, fat added",Rice,58164580,3402,Fried rice and lo/chow mein
2344595,"Rice, brown, with soy-based sauce, NS as to fat",Rice,58164860,3402,Fried rice and lo/chow mein
2344596,"Rice, brown, with soy-based sauce, no added fat",Rice,58164870,3402,Fried rice and lo/chow mein
2344597,"Rice, brown, with soy-based sauce, fat added",Rice,58164880,3402,Fried rice and lo/chow mein
2344604,"Rice, white, with vegetables, soy-based sauce, NS as to fat",Rice,58165060,3402,Fried rice and lo/chow mein
2344605,"Rice, white, with vegetables, soy-based sauce, no added fat",Rice,58165070,3402,Fried rice and lo/chow mein
2344606,"Rice, white, with vegetables, soy-based sauce, fat added",Rice,58165080,3402,Fried rice and lo/chow mein
2344613,"Rice, brown, with vegetables, soy-based sauce, NS as to fat",Rice,58165460,3402,Fried rice and lo/chow mein
2344614,"Rice, brown, with vegetables, soy-based sauce, no added fat",Rice,58165470,3402,Fried rice and lo/chow mein
2344615,"Rice, brown, with vegetables, soy-based sauce, fat added",Rice,58165480,3402,Fried rice and lo/chow mein
2345596,"Chow mein or chop suey, meatless, with noodles",Chow mein or chop suey,75460900,3402,Fried rice and lo/chow mein
2342186,"Beef taco filling: beef, cheese, tomato, taco sauce",Beef taco filling: beef,27416300,3502,Burritos and tacos
2343992,Taco or tostada salad with meat,Taco or tostada salad with meat,58101930,3502,Burritos and tacos
2343993,Taco or tostada salad with chicken,Taco or tostada salad with chicken,58101935,3502,Burritos and tacos
2343994,"Taco or tostada salad, meatless",Taco or tostada salad,58101940,3502,Burritos and tacos
2343995,Taco or tostada salad with meat and sour cream,Taco or tostada salad with meat and sour cream,58101945,3502,Burritos and tacos
2343996,Taco or tostada salad with chicken and sour cream,Taco or tostada salad with chicken and sour cream,58101950,3502,Burritos and tacos
2343997,"Taco or tostada salad, meatless with sour cream",Taco or tostada salad,58101955,3502,Burritos and tacos
2343998,"Taco, NFS",Taco,58102000,3502,Burritos and tacos
2343999,"Taco, corn tortilla, beef, cheese",Taco,58102010,3502,Burritos and tacos
2344000,"Taco, corn tortilla, beef, with beans, cheese",Taco,58102020,3502,Burritos and tacos
2344001,"Taco, corn tortilla, pork, cheese",Taco,58102030,3502,Burritos and tacos
2344002,"Taco, corn tortilla, pork, with beans, cheese",Taco,58102040,3502,Burritos and tacos
2344003,"Taco, corn tortilla, chicken, cheese",Taco,58102050,3502,Burritos and tacos
2344004,"Taco, corn tortilla, chicken, with beans, cheese",Taco,58102060,3502,Burritos and tacos
2344005,"Taco, corn tortilla, with beans, cheese",Taco,58102070,3502,Burritos and tacos
2344006,"Taco, flour tortilla, beef, cheese",Taco,58102110,3502,Burritos and tacos
2344007,"Taco, flour tortilla, beef, with beans, cheese",Taco,58102120,3502,Burritos and tacos
2344008,"Taco, flour tortilla, pork, cheese",Taco,58102130,3502,Burritos and tacos
2344009,"Taco, flour tortilla, pork, with beans, cheese",Taco,58102140,3502,Burritos and tacos
2344010,"Taco, flour tortilla, chicken, cheese",Taco,58102150,3502,Burritos and tacos
2344011,"Taco, flour tortilla, chicken, with beans, cheese",Taco,58102160,3502,Burritos and tacos
2344012,"Taco, flour tortilla, with beans, cheese",Taco,58102170,3502,Burritos and tacos
2344013,"Taco, fish",Taco,58102210,3502,Burritos and tacos
2344014,"Taco, meat, no cheese",Taco,58102220,3502,Burritos and tacos
2344015,"Taco, meat, with beans, no cheese",Taco,58102230,3502,Burritos and tacos
2344016,"Taco, with beans, no cheese",Taco,58102240,3502,Burritos and tacos
2344017,"Taco, cheese only",Taco,58102250,3502,Burritos and tacos
2344018,"Burrito, NFS",Burrito,58102300,3502,Burritos and tacos
2344019,"Burrito, beef, cheese",Burrito,58102310,3502,Burritos and tacos
2344020,"Burrito, beef, with rice, cheese",Burrito,58102320,3502,Burritos and tacos
2344021,"Burrito, beef, with beans, cheese",Burrito,58102330,3502,Burritos and tacos
2344022,"Burrito, beef, with beans and rice, cheese",Burrito,58102340,3502,Burritos and tacos
2344023,"Burrito, pork, cheese",Burrito,58102410,3502,Burritos and tacos
2344024,"Burrito, pork, with rice, cheese",Burrito,58102420,3502,Burritos and tacos
2344025,"Burrito, pork, with beans, cheese",Burrito,58102430,3502,Burritos and tacos
2344026,"Burrito, pork, with beans and rice, cheese",Burrito,58102440,3502,Burritos and tacos
2344027,"Burrito, chicken, cheese",Burrito,58102510,3502,Burritos and tacos
2344028,"Burrito, chicken, with rice, cheese",Burrito,58102520,3502,Burritos and tacos
2344029,"Burrito, chicken, with beans, cheese",Burrito,58102530,3502,Burritos and tacos
2344030,"Burrito, chicken, with beans and rice, cheese",Burrito,58102540,3502,Burritos and tacos
2344031,"Burrito, with beans, no cheese",Burrito,58102605,3502,Burritos and tacos
2344032,"Burrito, with beans, cheese",Burrito,58102610,3502,Burritos and tacos
2344033,"Burrito, with beans and rice, cheese",Burrito,58102620,3502,Burritos and tacos
2344034,"Burrito, meat, no cheese",Burrito,58102630,3502,Burritos and tacos
2344035,"Burrito, meat, with rice, no cheese",Burrito,58102640,3502,Burritos and tacos
2344036,"Burrito, meat, with beans, no cheese",Burrito,58102650,3502,Burritos and tacos
2344037,"Burrito, meat, with beans and rice, no cheese",Burrito,58102660,3502,Burritos and tacos
2344038,"Burrito, cheese only",Burrito,58102680,3502,Burritos and tacos
2342198,Greens with ham or pork,Greens with ham or pork,27420080,6411,Other dark green vegetables
2345071,"Beet greens, raw",Beet greens,72101100,6411,Other dark green vegetables
2345072,"Beet greens, cooked",Beet greens,72101220,6411,Other dark green vegetables
2345075,"Chard, raw",Chard,72104100,6411,Other dark green vegetables
2345076,"Chard, cooked",Chard,72104220,6411,Other dark green vegetables
2345077,"Collards, raw",Collards,72107100,6411,Other dark green vegetables
2345078,"Collards, fresh, cooked, no added fat",Collards,72107211,6411,Other dark green vegetables
2345079,"Collards, frozen, cooked, no added fat",Collards,72107212,6411,Other dark green vegetables
2345080,"Collards, canned, cooked, no added fat",Collards,72107213,6411,Other dark green vegetables
2345081,"Collards, NS as to form, cooked",Collards,72107220,6411,Other dark green vegetables
2345082,"Collards, fresh, cooked, fat added, NS as to fat type",Collards,72107221,6411,Other dark green vegetables
2345083,"Collards, frozen, cooked, fat added, NS as to fat type",Collards,72107222,6411,Other dark green vegetables
2345084,"Collards, fresh, cooked with oil",Collards,72107227,6411,Other dark green vegetables
2345085,"Collards, fresh, cooked with butter or margarine",Collards,72107228,6411,Other dark green vegetables
2345086,"Collards, frozen, cooked with oil",Collards,72107230,6411,Other dark green vegetables
2345087,"Collards, frozen, cooked with butter or margarine",Collards,72107231,6411,Other dark green vegetables
2345088,"Collards, canned, cooked with oil",Collards,72107233,6411,Other dark green vegetables
2345089,"Collards, canned, cooked with butter or margarine",Collards,72107234,6411,Other dark green vegetables
2345090,"Cress, raw",Cress,72110100,6411,Other dark green vegetables
2345091,"Cress, cooked",Cress,72110221,6411,Other dark green vegetables
2345092,"Dandelion greens, raw",Dandelion greens,72113100,6411,Other dark green vegetables
2345093,"Dandelion greens, cooked",Dandelion greens,72113220,6411,Other dark green vegetables
2345096,"Escarole, cooked",Escarole,72116220,6411,Other dark green vegetables
2345097,"Greens, fresh, cooked, no added fat",Greens,72118211,6411,Other dark green vegetables
2345098,"Greens, frozen, cooked, no added fat",Greens,72118212,6411,Other dark green vegetables
2345099,"Greens, NS as to form, cooked",Greens,72118220,6411,Other dark green vegetables
2345100,"Greens, fresh, cooked, fat added",Greens,72118221,6411,Other dark green vegetables
2345101,"Greens, frozen, cooked, fat added",Greens,72118222,6411,Other dark green vegetables
2345102,"Greens, canned, cooked, fat added",Greens,72118223,6411,Other dark green vegetables
2345103,"Kale, raw",Kale,72119190,6411,Other dark green vegetables
2345104,"Kale, fresh, cooked, no added fat",Kale,72119211,6411,Other dark green vegetables
2345105,"Kale, frozen, cooked, no added fat",Kale,72119212,6411,Other dark green vegetables
2345106,"Kale, canned, cooked, no added fat",Kale,72119213,6411,Other dark green vegetables
2345107,"Kale, NS as to form, cooked",Kale,72119220,6411,Other dark green vegetables
2345108,"Kale, fresh, cooked, fat added",Kale,72119221,6411,Other dark green vegetables
2345109,"Kale, frozen, cooked, fat added",Kale,72119222,6411,Other dark green vegetables
2345110,"Lambsquarter, cooked",Lambsquarter,72120220,6411,Other dark green vegetables
2345111,"Mustard greens, raw",Mustard greens,72122100,6411,Other dark green vegetables
2345112,"Mustard greens, fresh, cooked, no added fat",Mustard greens,72122211,6411,Other dark green vegetables
2345113,"Mustard greens, frozen, cooked, no added fat",Mustard greens,72122212,6411,Other dark green vegetables
2345114,"Mustard greens, canned, cooked, no added fat",Mustard greens,72122213,6411,Other dark green vegetables
2345115,"Mustard greens, NS as to form, cooked",Mustard greens,72122220,6411,Other dark green vegetables
2345116,"Mustard greens, fresh, cooked, fat added",Mustard greens,72122221,6411,Other dark green vegetables
2345117,"Mustard greens, frozen, cooked, fat added",Mustard greens,72122222,6411,Other dark green vegetables
2345118,"Poke greens, cooked",Poke greens,72123020,6411,Other dark green vegetables
2345139,"Taro leaves, cooked",Taro leaves,72126001,6411,Other dark green vegetables
2345140,"Turnip greens, fresh, cooked, no added fat",Turnip greens,72128211,6411,Other dark green vegetables
2345141,"Turnip greens, frozen, cooked, no added fat",Turnip greens,72128212,6411,Other dark green vegetables
2345142,"Turnip greens, canned, cooked, no added fat",Turnip greens,72128213,6411,Other dark green vegetables
2345143,"Turrnip greens, NS as to form, cooked",Turrnip greens,72128220,6411,Other dark green vegetables
2345144,"Turnip greens, fresh, cooked, fat added",Turnip greens,72128221,6411,Other dark green vegetables
2345145,"Turnip greens, frozen, cooked, fat added",Turnip greens,72128222,6411,Other dark green vegetables
2345146,"Turnip greens, canned, cooked, fat added",Turnip greens,72128223,6411,Other dark green vegetables
2345147,"Watercress, raw",Watercress,72130100,6411,Other dark green vegetables
2345148,"Watercress, cooked",Watercress,72130201,6411,Other dark green vegetables
2345149,"Bitter melon, horseradish, jute, or radish leaves, cooked",Bitter melon,72132201,6411,Other dark green vegetables
2345150,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",Sweet potato,72133201,6411,Other dark green vegetables
2342325,"Sandwich, NFS",Sandwich,27500050,3740,Deli and cured meat sandwiches
2342326,"Sandwich wrap, NFS",Sandwich wrap,27500300,3740,Deli and cured meat sandwiches
2342393,Corned beef sandwich on white,Corned beef sandwich on white,27510910,3740,Deli and cured meat sandwiches
2342394,"Corned beef sandwich on white, with cheese",Corned beef sandwich on white,27510920,3740,Deli and cured meat sandwiches
2342395,Corned beef sandwich on wheat,Corned beef sandwich on wheat,27510930,3740,Deli and cured meat sandwiches
2342396,"Corned beef sandwich on wheat, with cheese",Corned beef sandwich on wheat,27510940,3740,Deli and cured meat sandwiches
2342397,Reuben sandwich,Reuben sandwich,27510950,3740,Deli and cured meat sandwiches
2342398,Roast beef sandwich on white,Roast beef sandwich on white,27513010,3740,Deli and cured meat sandwiches
2342399,"Roast beef sandwich on white, with cheese",Roast beef sandwich on white,27513050,3740,Deli and cured meat sandwiches
2342400,Roast beef sandwich on wheat,Roast beef sandwich on wheat,27513055,3740,Deli and cured meat sandwiches
2342401,"Roast beef sandwich on wheat, with cheese",Roast beef sandwich on wheat,27513065,3740,Deli and cured meat sandwiches
2342402,French dip sandwich,French dip sandwich,27513070,3740,Deli and cured meat sandwiches
2342409,Ham sandwich on white,Ham sandwich on white,27520210,3740,Deli and cured meat sandwiches
2342410,"Ham sandwich on white, with cheese",Ham sandwich on white,27520220,3740,Deli and cured meat sandwiches
2342411,Ham sandwich on wheat,Ham sandwich on wheat,27520230,3740,Deli and cured meat sandwiches
2342412,"Ham sandwich on wheat, with cheese",Ham sandwich on wheat,27520240,3740,Deli and cured meat sandwiches
2342413,"Ham sandwich or sub, restaurant",Ham sandwich or sub,27520255,3740,Deli and cured meat sandwiches
2342414,"Ham sandwich or sub, with cheese, restaurant",Ham sandwich or sub,27520260,3740,Deli and cured meat sandwiches
2342415,Ham sandwich wrap,Ham sandwich wrap,27520270,3740,Deli and cured meat sandwiches
2342416,Ham salad sandwich on white,Ham salad sandwich on white,27520340,3740,Deli and cured meat sandwiches
2342417,Ham salad sandwich on wheat,Ham salad sandwich on wheat,27520345,3740,Deli and cured meat sandwiches
2342424,"Bacon, lettuce, tomato sandwich on white",Bacon,27520610,3740,Deli and cured meat sandwiches
2342425,"Bacon, lettuce, tomato sandwich on wheat",Bacon,27520620,3740,Deli and cured meat sandwiches
2342426,Turkey sandwich on white,Turkey sandwich on white,27540010,3740,Deli and cured meat sandwiches
2342427,"Turkey sandwich on white, with cheese",Turkey sandwich on white,27540020,3740,Deli and cured meat sandwiches
2342428,Turkey sandwich on wheat,Turkey sandwich on wheat,27540030,3740,Deli and cured meat sandwiches
2342429,"Turkey sandwich on wheat, with cheese",Turkey sandwich on wheat,27540040,3740,Deli and cured meat sandwiches
2342430,"Turkey sandwich or sub, restaurant",Turkey sandwich or sub,27540050,3740,Deli and cured meat sandwiches
2342431,"Turkey sandwich or sub, with cheese, restaurant",Turkey sandwich or sub,27540060,3740,Deli and cured meat sandwiches
2342432,Turkey sandwich wrap,Turkey sandwich wrap,27540070,3740,Deli and cured meat sandwiches
2342433,"Chicken deli sandwich or sub, restaurant",Chicken deli sandwich or sub,27540080,3740,Deli and cured meat sandwiches
2342434,"Chicken deli sandwich or sub, with cheese, restaurant",Chicken deli sandwich or sub,27540090,3740,Deli and cured meat sandwiches
2342438,Club sandwich on white,Club sandwich on white,27540123,3740,Deli and cured meat sandwiches
2342439,"Club sandwich on white, with cheese",Club sandwich on white,27540124,3740,Deli and cured meat sandwiches
2342440,Club sandwich on wheat,Club sandwich on wheat,27540125,3740,Deli and cured meat sandwiches
2342441,"Club sandwich on wheat, with cheese",Club sandwich on wheat,27540126,3740,Deli and cured meat sandwiches
2342442,"Club sandwich or sub, restaurant",Club sandwich or sub,27540127,3740,Deli and cured meat sandwiches
2342485,Bologna sandwich on white,Bologna sandwich on white,27560130,3740,Deli and cured meat sandwiches
2342486,"Bologna sandwich on white, with cheese",Bologna sandwich on white,27560140,3740,Deli and cured meat sandwiches
2342487,Bologna sandwich on wheat,Bologna sandwich on wheat,27560150,3740,Deli and cured meat sandwiches
2342488,"Bologna sandwich on wheat, with cheese",Bologna sandwich on wheat,27560160,3740,Deli and cured meat sandwiches
2342491,Salami sandwich on white,Salami sandwich on white,27560520,3740,Deli and cured meat sandwiches
2342492,"Salami sandwich on white, with cheese",Salami sandwich on white,27560530,3740,Deli and cured meat sandwiches
2342493,Salami sandwich on wheat,Salami sandwich on wheat,27560540,3740,Deli and cured meat sandwiches
2342494,"Salami sandwich on wheat, with cheese",Salami sandwich on wheat,27560550,3740,Deli and cured meat sandwiches
2342495,Italian sandwich on white,Italian sandwich on white,27560610,3740,Deli and cured meat sandwiches
2342496,Italian sandwich on wheat,Italian sandwich on wheat,27560620,3740,Deli and cured meat sandwiches
2342497,"Italian sandwich or sub, restaurant",Italian sandwich or sub,27560630,3740,Deli and cured meat sandwiches
2342499,Italian sausage sandwich on wheat,Italian sausage sandwich on wheat,27560715,3740,Deli and cured meat sandwiches
2342500,Spam sandwich,Spam sandwich,27560920,3740,Deli and cured meat sandwiches
2342527,Multiple meat sandwich on white,Multiple meat sandwich on white,27580010,3740,Deli and cured meat sandwiches
2342528,"Multiple meat sandwich on white, with cheese",Multiple meat sandwich on white,27580020,3740,Deli and cured meat sandwiches
2342529,Multiple meat sandwich on wheat,Multiple meat sandwich on wheat,27580030,3740,Deli and cured meat sandwiches
2342530,"Multiple meat sandwich on wheat, with cheese",Multiple meat sandwich on wheat,27580040,3740,Deli and cured meat sandwiches
