fdc_id,description,short_description,food_code,wweia_food_category,wweia_food_category_description
2342070,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Ham or pork,27320070,3002,Meat mixed dishes
2342071,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Sausage,27320080,3002,Meat mixed dishes
2342072,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Sausage,27320090,3002,Meat mixed dishes
2342073,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Pork,27320100,3002,Meat mixed dishes
2342074,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Pork,27320110,3002,Meat mixed dishes
2342075,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Sausage,27320120,3002,Meat mixed dishes
2342076,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Sausage,27320130,3002,Meat mixed dishes
2342077,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Pork,27320140,3002,Meat mixed dishes
2342078,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Pork,27320150,3002,Meat mixed dishes
2342079,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Pork,27320210,3002,Meat mixed dishes
2342083,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Pork,27320340,3002,Meat mixed dishes
2342084,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Pork,27320350,3002,Meat mixed dishes
2342085,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",Ham,27320410,3002,Meat mixed dishes
2342086,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",Ham,27320450,3002,Meat mixed dishes
2342088,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Lamb or mutton,27330050,3002,Meat mixed dishes
2342089,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Lamb or mutton,27330060,3002,Meat mixed dishes
2342090,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",Lamb or mutton,27330080,3002,Meat mixed dishes
2342091,Stuffed grape leaves with lamb and rice,Stuffed grape leaves with lamb and rice,27330170,3002,Meat mixed dishes
2342092,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Lamb or mutton stew with potatoes and vegetables including carrots,27330210,3002,Meat mixed dishes
2342093,"Veal fricassee, Puerto Rican style",Veal fricassee,27331150,3002,Meat mixed dishes
2342094,"Stewed rabbit, Puerto Rican style,",Stewed rabbit,27335500,3002,Meat mixed dishes
2342095,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Venison or deer stew with potatoes and vegetables including carrots,27336100,3002,Meat mixed dishes
2342096,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",Venison or deer,27336200,3002,Meat mixed dishes
2342097,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",Venison or deer,27336250,3002,Meat mixed dishes
2342098,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",Venison or deer,27336300,3002,Meat mixed dishes
2342099,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",Venison or deer,27336310,3002,Meat mixed dishes
2342156,"Stew, NFS",Stew,27360000,3002,Meat mixed dishes
2342160,"Stewed variety meats, mostly liver, Puerto Rican style",Stewed variety meats,27361010,3002,Meat mixed dishes
2342161,"Stewed tripe, with potatoes, Puerto Rican style",Stewed tripe,27362000,3002,Meat mixed dishes
2342164,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Beef and vegetables including carrots,27410210,3002,Meat mixed dishes
2342165,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Beef and vegetables excluding carrots,27410220,3002,Meat mixed dishes
2342166,"Beef shish kabob with vegetables, excluding potatoes",Beef shish kabob with vegetables,27410250,3002,Meat mixed dishes
2342167,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Beef with vegetables including carrots,27411100,3002,Meat mixed dishes
2342168,Swiss steak,Swiss steak,27411120,3002,Meat mixed dishes
2342169,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",Beef rolls,27411150,3002,Meat mixed dishes
2342170,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Beef with vegetables excluding carrots,27411200,3002,Meat mixed dishes
2342171,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Beef with vegetables including carrots,27414100,3002,Meat mixed dishes
2342172,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Beef with vegetables excluding carrots,27414200,3002,Meat mixed dishes
2342182,"Beef and vegetables, Hawaiian style",Beef and vegetables,27416100,3002,Meat mixed dishes
2342183,Pepper steak,Pepper steak,27416150,3002,Meat mixed dishes
2342184,"Beef, ground, with egg and onion",Beef,27416200,3002,Meat mixed dishes
2342185,Beef salad,Beef salad,27416250,3002,Meat mixed dishes
2342188,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Beef and vegetables including carrots,27416450,3002,Meat mixed dishes
2342189,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",Beef and vegetables excluding carrots,27416500,3002,Meat mixed dishes
2342190,Seasoned shredded soup meat,Seasoned shredded soup meat,27418110,3002,Meat mixed dishes
2342191,"Beef stew with vegetables excluding potatoes, Puerto Rican style",Beef stew with vegetables excluding potatoes,27418210,3002,Meat mixed dishes
2342192,"Corned beef with tomato sauce and onion, Puerto Rican style",Corned beef with tomato sauce and onion,27418310,3002,Meat mixed dishes
2342193,"Beef steak with onions, Puerto Rican style",Beef steak with onions,27418410,3002,Meat mixed dishes
2342194,Cabbage with ham hocks,Cabbage with ham hocks,27420010,3002,Meat mixed dishes
2342195,Ham or pork salad,Ham or pork salad,27420020,3002,Meat mixed dishes
2342196,Frankfurters or hot dogs and sauerkraut,Frankfurters or hot dogs and sauerkraut,27420040,3002,Meat mixed dishes
2342197,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",Pork and vegetables including carrots,27420060,3002,Meat mixed dishes
2342205,Pork hash,Pork hash,27420200,3002,Meat mixed dishes
2342206,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce",Ham and vegetables including carrots broccoli,27420250,3002,Meat mixed dishes
2342207,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Ham and vegetables excluding carrots,27420270,3002,Meat mixed dishes
2342208,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",Pork and vegetables excluding carrots,27420350,3002,Meat mixed dishes
2342211,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Pork and vegetables including carrots,27420400,3002,Meat mixed dishes
2342212,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Pork and vegetables excluding  carrots,27420410,3002,Meat mixed dishes
2342213,"Sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Sausage and vegetables including  carrots,27420450,3002,Meat mixed dishes
2342214,"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",Sausage and vegetables,27420460,3002,Meat mixed dishes
2342215,"Sausage and peppers, no sauce",Sausage and peppers,27420470,3002,Meat mixed dishes
2342218,"Pork shish kabob with vegetables, excluding potatoes",Pork shish kabob with vegetables,27420520,3002,Meat mixed dishes
2342219,"Stuffed christophine, Puerto Rican style",Stuffed christophine,27421010,3002,Meat mixed dishes
2342220,"Pork chop stewed with vegetables, Puerto Rican style",Pork chop stewed with vegetables,27422010,3002,Meat mixed dishes
2342221,"Lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",Lamb or mutton stew with vegetables including carrots,27430400,3002,Meat mixed dishes
2342222,"Veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce",Veal with vegetables including carrots,27430580,3002,Meat mixed dishes
2342223,"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce",Veal with vegetables excluding carrots,27430590,3002,Meat mixed dishes
2342224,"Lamb shish kabob with vegetables, excluding potatoes",Lamb shish kabob with vegetables,27430610,3002,Meat mixed dishes
2342318,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",Julienne salad,27460490,3002,Meat mixed dishes
2342319,"Antipasto with ham, fish, cheese, vegetables",Antipasto with ham,27460510,3002,Meat mixed dishes
2342321,"Liver, beef or calves, and onions",Liver,27460750,3002,Meat mixed dishes
2342322,"Stewed chitterlings, Puerto Rican style",Stewed chitterlings,27462000,3002,Meat mixed dishes
2342540,"Frozen dinner, NFS",Frozen dinner,28101000,3002,Meat mixed dishes
2342541,"Beef dinner, NFS, frozen meal",Beef dinner,28110000,3002,Meat mixed dishes
2342542,"Beef with vegetable, diet frozen meal",Beef with vegetable,28110150,3002,Meat mixed dishes
2342543,"Salisbury steak dinner, NFS, frozen meal",Salisbury steak dinner,28110300,3002,Meat mixed dishes
2342544,"Salisbury steak with gravy, potatoes, vegetable, frozen meal",Salisbury steak with gravy,28110310,3002,Meat mixed dishes
2342545,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal",Salisbury steak with gravy,28110330,3002,Meat mixed dishes
2342546,"Salisbury steak with gravy, macaroni and cheese, frozen meal",Salisbury steak with gravy,28110380,3002,Meat mixed dishes
2342547,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",Beef,28110510,3002,Meat mixed dishes
2342548,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal",Meatballs,28110660,3002,Meat mixed dishes
2342549,"Beef with spaetzle or rice, vegetable, frozen meal",Beef with spaetzle or rice,28113140,3002,Meat mixed dishes
2342566,"Meat loaf dinner, NFS, frozen meal",Meat loaf dinner,28160300,3002,Meat mixed dishes
2342567,"Meat loaf with potatoes, vegetable, frozen meal",Meat loaf with potatoes,28160310,3002,Meat mixed dishes
2344200,"Kibby, Puerto Rican style",Kibby,58117310,3002,Meat mixed dishes
2344202,"Hayacas, Puerto Rican style",Hayacas,58117510,3002,Meat mixed dishes
2344631,"Pancakes and sausage, frozen meal",Pancakes and sausage,58310310,3002,Meat mixed dishes
2345688,"Ripe plantain meat pie, Puerto Rican style",Ripe plantain meat pie,77205610,3002,Meat mixed dishes
2345689,"Cassava Pasteles, Puerto Rican style",Cassava Pasteles,77230210,3002,Meat mixed dishes
2345690,Puerto Rican pasteles,Puerto Rican pasteles,77272010,3002,Meat mixed dishes
2345691,"Stuffed cabbage, with meat, Puerto Rican style",Stuffed cabbage,77316010,3002,Meat mixed dishes
2345692,"Stuffed cabbage, with meat and rice, Syrian dish, Puerto Rican style",Stuffed cabbage,77316510,3002,Meat mixed dishes
2345693,Eggplant and meat casserole,Eggplant and meat casserole,77316600,3002,Meat mixed dishes
2341298,"Fat back, cooked",Fat back,22621100,8002,Butter and animal fats
2345702,"Table fat, NFS",Table fat,81100000,8002,Butter and animal fats
2345703,"Butter, NFS",Butter,81100500,8002,Butter and animal fats
2345704,"Butter, stick",Butter,81101000,8002,Butter and animal fats
2345705,"Butter, tub",Butter,81101010,8002,Butter and animal fats
2345706,"Butter, light",Butter,81101520,8002,Butter and animal fats
2345716,"Butter-oil blend, NFS",Butter-oil blend,81104490,8002,Butter and animal fats
2345717,"Butter-oil blend, stick",Butter-oil blend,81104500,8002,Butter and animal fats
2345718,"Butter-oil blend, tub",Butter-oil blend,81104510,8002,Butter and animal fats
2345719,"Butter-oil blend, light",Butter-oil blend,81104550,8002,Butter and animal fats
2345722,Animal fat or drippings,Animal fat or drippings,81201000,8002,Butter and animal fats
2345723,Lard,Lard,81202000,8002,Butter and animal fats
2345725,"Ghee, clarified butter",Ghee,81204000,8002,Butter and animal fats
2345736,Honey butter,Honey butter,81322000,8002,Butter and animal fats
2341311,"Lamb, NS as to cut",Lamb,23000100,2008,"Lamb, goat, game"
2341312,"Lamb, chop",Lamb,23101000,2008,"Lamb, goat, game"
2341313,"Lamb, ground",Lamb,23132000,2008,"Lamb, goat, game"
2341314,Goat,Goat,23150100,2008,"Lamb, goat, game"
2341318,Rabbit,Rabbit,23310000,2008,"Lamb, goat, game"
2341319,"Venison, NFS",Venison,23321000,2008,"Lamb, goat, game"
2341320,"Venison, steak",Venison,23321200,2008,"Lamb, goat, game"
2341323,Moose,Moose,23323100,2008,"Lamb, goat, game"
2341324,Bear,Bear,23323500,2008,"Lamb, goat, game"
2341325,Caribou,Caribou,23324100,2008,"Lamb, goat, game"
2341326,Bison,Bison,23326100,2008,"Lamb, goat, game"
2341327,Groundhog,Groundhog,23331100,2008,"Lamb, goat, game"
2341328,Opossum,Opossum,23332100,2008,"Lamb, goat, game"
2341329,Squirrel,Squirrel,23333100,2008,"Lamb, goat, game"
2341330,Beaver,Beaver,23334100,2008,"Lamb, goat, game"
2341331,Raccoon,Raccoon,23335100,2008,"Lamb, goat, game"
2341332,Armadillo,Armadillo,23340100,2008,"Lamb, goat, game"
2341333,Wild pig,Wild pig,23345100,2008,"Lamb, goat, game"
2341334,Ostrich,Ostrich,23350100,2206,"Turkey, duck, other poultry"
2341511,"Turkey, NFS",Turkey,24201000,2206,"Turkey, duck, other poultry"
2341512,"Turkey, light meat, skin not eaten",Turkey,24201020,2206,"Turkey, duck, other poultry"
2341513,"Turkey, light meat, skin eaten",Turkey,24201030,2206,"Turkey, duck, other poultry"
2341514,"Turkey, light meat, breaded, baked or fried, skin not eaten",Turkey,24201060,2206,"Turkey, duck, other poultry"
2341515,"Turkey, light meat, breaded, baked or fried, skin eaten",Turkey,24201070,2206,"Turkey, duck, other poultry"
2341516,"Turkey, light meat, roasted, skin not eaten",Turkey,24201120,2206,"Turkey, duck, other poultry"
2341517,"Turkey, light meat, roasted, skin eaten",Turkey,24201130,2206,"Turkey, duck, other poultry"
2341518,"Turkey, dark meat, roasted, skin not eaten",Turkey,24201220,2206,"Turkey, duck, other poultry"
2341519,"Turkey, dark meat, roasted, skin eaten",Turkey,24201230,2206,"Turkey, duck, other poultry"
2341520,"Turkey, light and dark meat, roasted, skin not eaten",Turkey,24201320,2206,"Turkey, duck, other poultry"
2341521,"Turkey, light and dark meat, roasted, skin eaten",Turkey,24201330,2206,"Turkey, duck, other poultry"
2341522,"Turkey, light or dark meat, fried, coated, skin not eaten",Turkey,24201360,2206,"Turkey, duck, other poultry"
2341523,"Turkey, light or dark meat, fried, coated, skin eaten",Turkey,24201370,2206,"Turkey, duck, other poultry"
2341524,"Turkey, light or dark meat, stewed, skin not eaten",Turkey,24201410,2206,"Turkey, duck, other poultry"
2341525,"Turkey light or dark meat, stewed, skin eaten",Turkey light or dark meat,24201420,2206,"Turkey, duck, other poultry"
2341526,"Turkey, light or dark meat, smoked, skin eaten",Turkey,24201510,2206,"Turkey, duck, other poultry"
2341527,"Turkey, light or dark meat, smoked, skin not eaten",Turkey,24201520,2206,"Turkey, duck, other poultry"
2341528,"Turkey, drumstick, cooked, skin not eaten",Turkey,24202010,2206,"Turkey, duck, other poultry"
2341529,"Turkey, drumstick, cooked, skin eaten",Turkey,24202020,2206,"Turkey, duck, other poultry"
2341530,"Turkey, drumstick, roasted, skin not eaten",Turkey,24202060,2206,"Turkey, duck, other poultry"
2341531,"Turkey, drumstick, roasted, skin eaten",Turkey,24202070,2206,"Turkey, duck, other poultry"
2341532,"Turkey, drumstick, smoked, skin eaten",Turkey,24202120,2206,"Turkey, duck, other poultry"
2341533,"Turkey, thigh, cooked, skin eaten",Turkey,24202460,2206,"Turkey, duck, other poultry"
2341534,"Turkey, thigh, cooked, skin not eaten",Turkey,24202500,2206,"Turkey, duck, other poultry"
2341535,"Turkey, neck",Turkey,24202600,2206,"Turkey, duck, other poultry"
2341536,"Turkey, wing, cooked, skin not eaten",Turkey,24203010,2206,"Turkey, duck, other poultry"
2341537,"Turkey, wing, cooked, skin eaten",Turkey,24203020,2206,"Turkey, duck, other poultry"
2341538,"Turkey, wing, smoked, skin eaten",Turkey,24203120,2206,"Turkey, duck, other poultry"
2341539,"Turkey, tail",Turkey,24205000,2206,"Turkey, duck, other poultry"
2341540,"Turkey, back",Turkey,24205100,2206,"Turkey, duck, other poultry"
2341541,"Turkey, canned",Turkey,24206000,2206,"Turkey, duck, other poultry"
2341542,"Turkey, ground",Turkey,24207000,2206,"Turkey, duck, other poultry"
2341543,"Turkey, nuggets",Turkey,24208000,2206,"Turkey, duck, other poultry"
2341546,"Duck, cooked, skin eaten",Duck,24300110,2206,"Turkey, duck, other poultry"
2341547,"Duck, cooked, skin not eaten",Duck,24300120,2206,"Turkey, duck, other poultry"
2341548,"Duck, roasted, skin eaten",Duck,24301010,2206,"Turkey, duck, other poultry"
2341549,"Duck, roasted, skin not eaten",Duck,24301020,2206,"Turkey, duck, other poultry"
2341550,"Duck, pressed, Chinese",Duck,24302010,2206,"Turkey, duck, other poultry"
2341551,"Goose, wild, roasted",Goose,24311010,2206,"Turkey, duck, other poultry"
2341552,"Cornish game hen, cooked, skin eaten",Cornish game hen,24400010,2206,"Turkey, duck, other poultry"
2341553,"Cornish game hen, cooked, skin not eaten",Cornish game hen,24400020,2206,"Turkey, duck, other poultry"
2341554,"Cornish game hen, roasted, skin eaten",Cornish game hen,24401010,2206,"Turkey, duck, other poultry"
2341555,"Cornish game hen, roasted, skin not eaten",Cornish game hen,24401020,2206,"Turkey, duck, other poultry"
2341556,"Dove, cooked, NS as to cooking method",Dove,24402100,2206,"Turkey, duck, other poultry"
2341557,"Dove, fried",Dove,24402110,2206,"Turkey, duck, other poultry"
2341558,"Quail, cooked",Quail,24403100,2206,"Turkey, duck, other poultry"
2341559,"Pheasant, cooked",Pheasant,24404100,2206,"Turkey, duck, other poultry"
2341335,"Chicken, NS as to part and cooking method, NS as to skin eaten",Chicken,24100000,2202,"Chicken, whole pieces"
2341336,"Chicken, NS as to part and cooking method, skin eaten",Chicken,24100010,2202,"Chicken, whole pieces"
2341337,"Chicken, NS as to part and cooking method, skin not eaten",Chicken,24100020,2202,"Chicken, whole pieces"
2341338,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",Chicken,24102000,2202,"Chicken, whole pieces"
2341339,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",Chicken,24102010,2202,"Chicken, whole pieces"
2341340,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",Chicken,24102020,2202,"Chicken, whole pieces"
2341341,"Chicken, NS as to part, rotisserie, NS as to skin eaten",Chicken,24102050,2202,"Chicken, whole pieces"
2341342,"Chicken, NS as to part, rotisserie, skin eaten",Chicken,24102060,2202,"Chicken, whole pieces"
2341343,"Chicken, NS as to part, rotisserie, skin not eaten",Chicken,24102070,2202,"Chicken, whole pieces"
2341344,"Chicken, NS as to part, stewed, NS as to skin eaten",Chicken,24103000,2202,"Chicken, whole pieces"
2341345,"Chicken, NS as to part, stewed, skin eaten",Chicken,24103010,2202,"Chicken, whole pieces"
2341346,"Chicken, NS as to part, stewed, skin not eaten",Chicken,24103020,2202,"Chicken, whole pieces"
2341347,"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",Chicken,24103050,2202,"Chicken, whole pieces"
2341348,"Chicken, NS as to part, grilled without sauce, skin eaten",Chicken,24103055,2202,"Chicken, whole pieces"
2341349,"Chicken, NS as to part, grilled without sauce, skin not eaten",Chicken,24103060,2202,"Chicken, whole pieces"
2341350,"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",Chicken,24103070,2202,"Chicken, whole pieces"
2341351,"Chicken, NS as to part, grilled with sauce, skin eaten",Chicken,24103075,2202,"Chicken, whole pieces"
2341352,"Chicken, NS as to part, grilled with sauce, skin not eaten",Chicken,24103080,2202,"Chicken, whole pieces"
2341353,"Chicken, NS as to part, sauteed, skin eaten",Chicken,24104049,2202,"Chicken, whole pieces"
2341354,"Chicken, NS as to part, sauteed, skin not eaten",Chicken,24104051,2202,"Chicken, whole pieces"
2341355,"Chicken, NS as to part, fried, coated, skin / coating eaten",Chicken,24107070,2202,"Chicken, whole pieces"
2341356,"Chicken, NS as to part, fried, coated, skin / coating not eaten",Chicken,24107071,2202,"Chicken, whole pieces"
2341357,"Chicken, NS as to part, baked, coated, skin / coating eaten",Chicken,24107080,2202,"Chicken, whole pieces"
2341358,"Chicken, NS as to part, baked, coated, skin / coating not eaten",Chicken,24107081,2202,"Chicken, whole pieces"
2341359,"Chicken breast, NS as to cooking method, skin eaten",Chicken breast,24120110,2202,"Chicken, whole pieces"
2341360,"Chicken breast, NS as to cooking method, skin not eaten",Chicken breast,24120120,2202,"Chicken, whole pieces"
2341361,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",Chicken breast,24122130,2202,"Chicken, whole pieces"
2341362,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",Chicken breast,24122131,2202,"Chicken, whole pieces"
2341363,"Chicken breast, baked or broiled, skin eaten, from pre-cooked",Chicken breast,24122140,2202,"Chicken, whole pieces"
2341364,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",Chicken breast,24122141,2202,"Chicken, whole pieces"
2341365,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",Chicken breast,24122150,2202,"Chicken, whole pieces"
2341366,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",Chicken breast,24122151,2202,"Chicken, whole pieces"
2341367,"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",Chicken breast,24122160,2202,"Chicken, whole pieces"
2341368,"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",Chicken breast,24122161,2202,"Chicken, whole pieces"
2341369,"Chicken breast, rotisserie, skin eaten",Chicken breast,24122170,2202,"Chicken, whole pieces"
2341370,"Chicken breast, rotisserie, skin not eaten",Chicken breast,24122171,2202,"Chicken, whole pieces"
2341371,"Chicken breast, stewed, skin eaten",Chicken breast,24123110,2202,"Chicken, whole pieces"
2341372,"Chicken breast, stewed, skin not eaten",Chicken breast,24123120,2202,"Chicken, whole pieces"
2341373,"Chicken breast, grilled without sauce, skin eaten",Chicken breast,24123300,2202,"Chicken, whole pieces"
2341374,"Chicken breast, grilled without sauce, skin not eaten",Chicken breast,24123301,2202,"Chicken, whole pieces"
2341375,"Chicken breast, grilled with sauce, skin eaten",Chicken breast,24123310,2202,"Chicken, whole pieces"
2341376,"Chicken breast, grilled with sauce, skin not eaten",Chicken breast,24123311,2202,"Chicken, whole pieces"
2341377,"Chicken breast, sauteed, skin eaten",Chicken breast,24124200,2202,"Chicken, whole pieces"
2341378,"Chicken breast, sauteed, skin not eaten",Chicken breast,24124201,2202,"Chicken, whole pieces"
2341379,"Chicken breast, fried, coated, skin / coating eaten, from raw",Chicken breast,24127200,2202,"Chicken, whole pieces"
2341380,"Chicken breast, fried, coated, skin / coating not eaten, from raw",Chicken breast,24127201,2202,"Chicken, whole pieces"
2341381,"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",Chicken breast,24127202,2202,"Chicken, whole pieces"
2341382,"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",Chicken breast,24127210,2202,"Chicken, whole pieces"
2341383,"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",Chicken breast,24127211,2202,"Chicken, whole pieces"
2341384,"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",Chicken breast,24127220,2202,"Chicken, whole pieces"
2341385,"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",Chicken breast,24127221,2202,"Chicken, whole pieces"
2341386,"Chicken breast, baked, coated, skin / coating eaten",Chicken breast,24127500,2202,"Chicken, whole pieces"
2341387,"Chicken breast, baked, coated, skin / coating not eaten",Chicken breast,24127501,2202,"Chicken, whole pieces"
2341388,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",Chicken leg,24130210,2202,"Chicken, whole pieces"
2341389,"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",Chicken leg,24130220,2202,"Chicken, whole pieces"
2341390,"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",Chicken leg,24132230,2202,"Chicken, whole pieces"
2341391,"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",Chicken leg,24132231,2202,"Chicken, whole pieces"
2341392,"Chicken leg, drumstick and thigh, rotisserie, skin eaten",Chicken leg,24132240,2202,"Chicken, whole pieces"
2341393,"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",Chicken leg,24132241,2202,"Chicken, whole pieces"
2341394,"Chicken leg, drumstick and thigh, stewed, skin eaten",Chicken leg,24133210,2202,"Chicken, whole pieces"
2341395,"Chicken leg, drumstick and thigh, stewed, skin not eaten",Chicken leg,24133220,2202,"Chicken, whole pieces"
2341396,"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",Chicken leg,24134100,2202,"Chicken, whole pieces"
2341397,"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",Chicken leg,24134101,2202,"Chicken, whole pieces"
2341398,"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",Chicken leg,24134150,2202,"Chicken, whole pieces"
2341399,"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",Chicken leg,24134151,2202,"Chicken, whole pieces"
2341400,"Chicken leg, drumstick and thigh, sauteed, skin eaten",Chicken leg,24134300,2202,"Chicken, whole pieces"
2341401,"Chicken leg, drumstick and thigh, sauteed, skin not eaten",Chicken leg,24134301,2202,"Chicken, whole pieces"
2341402,"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",Chicken leg,24137300,2202,"Chicken, whole pieces"
2341403,"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",Chicken leg,24137301,2202,"Chicken, whole pieces"
2341404,"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",Chicken leg,24137310,2202,"Chicken, whole pieces"
2341405,"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",Chicken leg,24137311,2202,"Chicken, whole pieces"
2341406,"Chicken drumstick, NS as to cooking method, skin eaten",Chicken drumstick,24140210,2202,"Chicken, whole pieces"
2341407,"Chicken drumstick, NS as to cooking method, skin not eaten",Chicken drumstick,24140220,2202,"Chicken, whole pieces"
2341408,"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",Chicken drumstick,24142300,2202,"Chicken, whole pieces"
2341409,"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",Chicken drumstick,24142301,2202,"Chicken, whole pieces"
2341410,"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",Chicken drumstick,24142310,2202,"Chicken, whole pieces"
2341411,"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",Chicken drumstick,24142311,2202,"Chicken, whole pieces"
2341412,"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",Chicken drumstick,24142320,2202,"Chicken, whole pieces"
2341413,"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",Chicken drumstick,24142321,2202,"Chicken, whole pieces"
2341414,"Chicken drumstick, rotisserie, skin eaten",Chicken drumstick,24142400,2202,"Chicken, whole pieces"
2341415,"Chicken drumstick, rotisserie, skin not eaten",Chicken drumstick,24142401,2202,"Chicken, whole pieces"
